pk_localidade;cd_cep;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
3514;35145000;RUA PADRE JOAO P DO AMARAL;18;CENTRO;SOBRALIA;MG;-19,2326082;-42,0996464
3515;63300000;RUA ELESBAO ALMEIDA CRISPIM;244;CENTRO;LAVRAS DA MANGABEIRA;CE;-6,749282;-38,9647571
3516;65076130;TRAVESSA EPITACIO CAFETEIRA;158;SAO FRANCISCO;SAO LUIS;MA;-2,5693403;-44,2310381
3517;13480150;RUA SETE DE SETEMBRO;800;CENTRO;LIMEIRA;SP;-22,5621775;-47,406147
3519;76523000;RUA 5;SN;DISTRITO DE SAO JOSE DOS BANDEIRANTES;NOVA CRIXAS;GO;-14,0961125;-50,3304108
3521;22450241;AVENIDA PRESIDENTE JOAO GOULART;575;VIDIGAL;RIO DE JANEIRO;RJ;-22,9945612;-43,2378121
3522;85960000;RUA GUAIRA;SN;PATO BRAGADO;MARECHAL CANDIDO RONDON;PR;-24,5566913;-54,0567263
3523;46900000;COMUNIDADE RIACHO DAS PALMEIRAS;SN;ZONA RURAL;SEABRA;BA;-12,4175067;-41,7692236
3525;18035251;RUA SANTA CLARA;162;CENTRO;SOROCABA;SP;-23,5025649;-47,4579252
3527;99450000;VILA ARROIO GRANDE;SN;INTERIOR;SELBACH;RS;-28,6311976;-52,9519552
3528;83505610;RUA JOSE MILEK FILHO;15;JARDIM GRAZIELE;ALMIRANTE TAMANDARE;PR;-25,3437801;-49,2444116
3529;94100250;RODOVIA RS O;20;ITACOLOMI;GRAVATAI;RS;-29,8886107;-50,9989856
3531;69087689;RUA CACHOEIRA DA PRATA;656;GILBERTO MESTRINHO;MANAUS;AM;-3,1251677;-60,0380894
3532;13474440;RUA CONSELHEIRO ANTONIO;231;ANTONIO ZANAGA II;AMERICANA;SP;-22,7074375;-47,2973563
3534;29704380;RUA BERNARDO AUGUSTO SPERANDIO;282;HONORIO FRAGA;COLATINA;ES;-19,5251701;-40,6695544
3536;46460000;PRACA DA MATRIZ POV DE ESPRAIADO;SN;CENTRO;PALMAS DE MONTE ALTO;BA;-14,2666907;-43,1666908
3537;93265000;RUA RIO GRANDE;1032;CENTRO;ESTEIO;RS;-29,8493366;-51,1651158
3538;08226027;RUA NOVO HORIZONTE;2371;CIDADE ANTONIO ESTEVAO DE CARVALHO;SAO PAULO;SP;-23,5530947;-46,6618151
3539;79020200;RUA MATO GROSSO;2661;SANTA FE;CAMPO GRANDE;MS;-20,4520332;-54,5948847
3540;17400000;RUA PADRE PAULO TOLEDO LEITE;366;CENTRO;GARCA;SP;-22,2131635;-49,6555394
3541;47200000;AVENIDA DECIO CASTELO BRANCO;596;CENTRO;REMANSO;BA;-9,6230606;-42,0812613
3543;29380000;RUA ERMINO MACHADO;79;PIACU;MUNIZ FREIRE;ES;-20,4656769;-41,4160225
3544;16201203;RUA MANOEL COALHATO;1785;RECANTO VERDE;BIRIGUI;SP;-21,2662804;-50,3243291
3545;13465280;RUA RUI BARBOSA;377;CENTRO;AMERICANA;SP;-22,7408407;-47,3319742
3546;78716305;RUA PAULO CABRAL MORAES;921;RESIDENCIAL BELA VISTA;RONDONOPOLIS;MT;-16,4916307;-54,6287309
3547;99500974;RUA ALEXANDRE DA MOTTA;1116;CENTRO;CARAZINHO;RS;-28,2894517;-52,7875409
3548;83480970;AVENIDA LUCIDIO FLORENCIO RIBEIRO;907;CENTRO;TUNAS DO PARANA;PR;-24,9776936;-49,0836805
3549;03070010;RUA MELO PEIXOTO;1173;TATUAPE;SAO PAULO;SP;-23,5369676;-46,5621922
3550;05777000;ESTRADA DO CAMPO LIMPO;6477;J NADIR;SAO PAULO;SP;-23,6124735;-46,7547825
3552;09400220;RUA EUCLIDES DA CUNHA;126;CENTRO;RIBEIRAO PIRES;SP;-23,7123396;-46,4132472
3554;13486065;RUA BENEDITO JOSE DOS REIS;34;VILA SANTA LUCIA;LIMEIRA;SP;-22,5680643;-47,3923459
3555;98580000;RUA FRANCISCO GOBBI;576;CENTRO;CORONEL BICACO;RS;-27,7163147;-53,7060219
3556;18081120;RUA RIBEIRO DE ANDRADE;271;JARDIM MARIA DO CARMO;SOROCABA;SP;-23,4736414;-47,4451276
3557;12120000;AVENIDA TREMEMBE;287;PARQUE NOSSA SENHORA DA GLORIA;TREMEMBE;SP;-22,971507;-45,5466692
3558;18870000;RUA BARAO DO RIO BRANCO;70;CENTRO;FARTURA;SP;-23,387871;-49,5111652
3559;80420170;RUA CORONEL DULCIDIO;517;BATEL;CURITIBA;PR;-25,4381896;-49,2840656
3560;37900074;RUA TENENTE VASCONCELOS;381;CENTRO;PASSOS;MG;-20,7149718;-46,6093548
3561;96900000;RUA FREDERICO MUNDSTOCK;215;BAIXADA;SOBRADINHO;RS;-29,4089778;-53,0341775
3563;79750000;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE;1430;CENTRO;NOVA ANDRADINA;MS;-22,2497298;-53,3498177
3564;48400000;RUA TIRADENTES;SN;PEDRO TIBURCIO;RIBEIRA DO POMBAL;BA;-10,8490792;-38,5410126
3565;11740000;PRACA CARLOS BOTELHO;189;CENTRO;ITANHAEM;SP;-24,182915;-46,789025
3566;85170000;RUA FRANCISCO DELLE;120;CENTRO;PINHAO;PR;-25,7073473;-51,6334075
3568;95910210;RUA ALFREDO JAEGER;323;OLARIAS;LAJEADO;RS;-29,4360939;-51,9927881
3569;38440122;RUA RODOLFO PAIXAO;257;CENTRO;ARAGUARI;MG;-18,6508692;-48,1916858
3570;25550590;RUA BELKISS;11;COELHO DA ROCHA;SAO JOAO DE MERITI;RJ;-22,778943;-43,38675
3571;04547006;RUA GOMES DE CARVALHO;1069;VILA OLIMPIA;SAO PAULO;SP;-23,5980879;-46,6836597
3572;89037002;RUA FREI ESTANISLAU SCHAETTE;956;AGUA VERDE;BLUMENAU;SC;-26,9118291;-49,1018907
3573;42600000;RUA SAO JOAO;126;CENTRO;MADRE DE DEUS;BA;-12,7430631;-38,6174761
3574;55004150;TRECHO SETE DE SETEMBRO;22;CENTRO;CARUARU;PE;-8,2858104;-35,9685458
3575;53510080;RUA NOSSA SENHORA APARECIDA;10;CAETES VELHO;ABREU E LIMA;PE;-7,905732;-34,9019509
3576;02234001;RUA CARLOS DOS SANTOS;1391;JARDIM BRASILIA;SAO PAULO;SP;-23,4767168;-46,5684984
3578;51170300;AVENIDA ENGENHEIRO ALVES DE SOUZA;970;IMBIRIBEIRA;RECIFE;PE;-8,0965507;-34,9187989
3579;03930040;RUA GUIRICEMA;76;JARDIM SAO CRISTOVAO;SAO PAULO;SP;-23,5790972;-46,5011292
3581;15775000;ESTRADA VICINAL SFS;405;ZONA RURAL;SANTA FE DO SUL;SP;-20,2114344;-50,9271748
3582;55018330;RUA MANOEL MARTINS DE ARAUJO;203;SALGADO;CARUARU;PE;-8,2744229;-35,9598284
3583;91540180;RUA ANTONIO JOSE SANTANA;715;AGRONOMIA;PORTO ALEGRE;RS;-30,0277041;-51,2287346
3584;22271022;RUA VISCONDE DE CARAVELAS;6;BOTAFOGO;RIO DE JANEIRO;RJ;-22,956035;-43,1924975
3585;36555000;TRECHO JOAO LESSA;36;CENTRO;ERVALIA;MG;-20,8389725;-42,6563142
3586;75555000;AVENIDA VICENTE FERREIRA;10;CENTRO;VICENTINOPOLIS;GO;-17,7218183;-49,7910265
3588;72595450;CONJUNTO COMERCIAL ALPHA CENTER RODOVIA DF;140;SETOR HABITACIONAL TORORO SANTA MARIA;BRASILIA;DF;-15,7942287;-47,8821658
3589;62980000;AVENIDA AUGUSTA CLEMENTINA DE NEGREIROZ;287;JATOBA;IRACEMA;CE;-5,8116498;-38,297217
3590;93950000;RUA GRAMADO;645;CENTRO;DOIS IRMAOS;RS;-29,5878834;-51,0895149
3591;79490000;AVENIDA MATO GROSSO;1595;CENTRO;SAO GABRIEL DO OESTE;MS;-19,3960588;-54,574735
3592;12502080;RUA SANTA CLARA;722;CAMPINHO;GUARATINGUETA;SP;-22,8174343;-45,1830556
3594;06665305;RUA TURVINIA;121;CONJUNTO HABITACIONAL SETOR B;ITAPEVI;SP;-23,5697673;-46,9549395
3595;32371190;AVENIDA AGUA BRANCA;977;JARDIM BANDEIRANTES;CONTAGEM;MG;-19,9306343;-44,0362304
3596;59507000;AVENIDA ANGELO VARELA;274;CENTRO;ALTO DO RODRIGUES;RN;-5,2891541;-36,7579859
3597;31970132;RUA MANOEL TAVARES DE ALMEIDA;162;JARDIM VITORIA;BELO HORIZONTE;MG;-19,8566184;-43,8876907
3598;85851000;AVENIDA BRASIL;1165;CENTRO;FOZ DO IGUACU;PR;-25,5445235;-54,5864108
3599;69860000;RUA MANOEL ALVES DE MELO;277;PANTANAL;PAUINI;AM;-7,7134893;-66,9925814
3600;39800127;RUA FRANCISCO SA;534;CENTRO;TEOFILO OTONI;MG;-17,8600435;-41,5141095
3601;05755090;AVENIDA ANACE;390;JARDIM UMARIZAL;SAO PAULO;SP;-23,6202197;-46,7568171
3602;57160000;RODOVIA BARNABE CABRAL TOLEDO;;TAPERAGUA;MARECHAL DEODORO;AL;-9,710143;-35,897056
3603;06045360;RUA LUCIANO F DA SILVA;121;JARDIM BELMONTE;OSASCO;SP;-23,5757484;-46,7946735
3604;30516300;RUA CONDOR;332;NOVA CINTRA;BELO HORIZONTE;MG;-19,9486965;-43,9892886
3605;77400000;AVENIDA DAS ACACIAS;281;PARQUE DAS ACACIAS;GURUPI;TO;-11,7300694;-49,1143786
3606;79013580;RUA DONA TERESA CRISTINA;169;GUANABARA;CAMPO GRANDE;MS;-20,4246941;-54,5876171
3607;77455000;RUA SABINO DA SILVEIRA;SN;CENTRO;ALIANCA DO TOCANTINS;TO;-11,3048588;-48,9412722
3608;94450150;RUA DOS COQUEIROS;958;SAO LUCAS;VIAMAO;RS;-30,0835811;-51,0664639
3609;02118020;RUA FREI TARCISIO;180;VILA MARIA;SAO PAULO;SP;-23,5174021;-46,5937256
3611;78735330;AVENIDA GOVERNADOR JULIO JOSE DE CAMPOS;325;PARQUE SAGRADA FAMILIA;RONDONOPOLIS;MT;-16,4740092;-54,6102902
3613;77700970;AVENIDA BERNARDO SAYAO;1543;CENTRO;GUARAI;TO;-8,8166667;-48,3833333
3615;19015030;RUA RIBEIRO DE BARROS;1673;VILA DUBUS;PRESIDENTE PRUDENTE;SP;-22,1217887;-51,3889991
3616;04851210;RUA PEDRO ESCOBAR;42;JARDIM ELIANA;SAO PAULO;SP;-23,7470241;-46,6640147
3617;29330000;RUA JOSE DA SILVA FRAGA;68;CENTRO;ITAPEMIRIM;ES;-21,0118808;-40,8326017
3618;13170234;RUA JOSE MARIA MIRANDA;865;JARDIM SAO CARLOS;SUMARE;SP;-22,8222449;-47,268331
3620;58701630;RUA LEONCIO WANDERLEY;187;CENTRO;PATOS;PB;-7,0264692;-37,2785081
3622;68633000;RUA SANTA TEREZINHA;843;CENTRO;DOM ELISEU;PA;-4,2966107;-47,5566082
3623;58027185;RUA SAO PEDRO;177;MANDACARU;JOAO PESSOA;PB;-7,1006865;-34,8651547
3624;04715005;RUA AMERICO BRASILIENSE;1765;CHACARA SANTO ANTONIO ZONA SUL;SAO PAULO;SP;-23,6306556;-46,7035601
3625;30190110;RUA ARAGUARI;318;BARRO PRETO;BELO HORIZONTE;MG;-19,9208484;-43,9488449
3626;72338662;QR 829 CONJUNTO 2;;SAMAMBAIA;BRASILIA;DF;-15,801519;-47,860297
3627;55002971;RODOVIA BR 104;;NOVA CARUARU;CARUARU;PE;-8,2139516;-35,9732517
3628;59064900;AVENIDA SENADOR SALGADO FILHO;2234;CANDELARIA;NATAL;RN;-5,8421428;-35,2117085
3630;89820000;RUA SERGIPE;275;VILA SESAMO;XANXERE;SC;-26,8715625;-52,4203279
3632;95032480;RUA FIORINO D AGOSTINI;1814;SANTA CATARINA;CAXIAS DO SUL;RS;-29,1634031;-51,1796683
3633;36046040;RUA PARACATU;554;QUINTAS DAS AVENIDAS;JUIZ DE FORA;MG;-21,7346946;-43,3580304
3634;18900000;RUA AMANCIO VALADAO;3242;JARDIM SAO JOAO;SANTA CRUZ DO RIO PARDO;SP;-22,9167473;-49,6066214
3635;88103600;RUA DOUTOR CONSTANCIO KRUMMEL;2183;PRAIA COMPRIDA;SAO JOSE;SC;-27,6080516;-48,6274531
3636;32340060;RUA ALEMANHA;220A;BAIRRO DA GLORIA;CONTAGEM;MG;-19,9364227;-44,0488572
3637;58730000;RUA PRESIDENTE CASTELO BRANCO;76;CENTRO;CACIMBA DE AREIA;PB;-7,0989862;-37,1652453
3638;58052200;AVENIDA WALFREDO MACEDO BRANDAO;1060;JARDIM CIDADE UNIVERSITA;JOAO PESSOA;PB;-7,1608228;-34,8384607
3639;64920000;RUA JOAO FALCAO;SN;CENTRO;CRISTINO CASTRO;PI;-8,8177276;-44,2257436
3640;89010001;RUA XV DE NOVEMBRO;591;CENTRO;BLUMENAU;SC;-26,9216277;-49,0627601
3641;02413000;AVENIDA ENGENHEIRO CAETANO ALVARES;3876;IMIRIM;SAO PAULO;SP;-23,4887029;-46,6502023
3642;69068260;RUA AFONSO DE SOUZA;247;RAIZ;MANAUS;AM;-3,1249396;-59,9994978
3643;45700000;RUA SAO BERNARDO;12;PRIMAVERA;ITAPETINGA;BA;-15,2475119;-40,2509918
3644;98200000;RUA SETE DE SETEMBRO;1171;CENTRO;IBIRUBA;RS;-28,6307815;-53,0865318
3645;05314010;RUA HAYDEN;242;VILA LEOPOLDINA;SAO PAULO;SP;-23,5303079;-46,7347316
3646;12020050;RUA DUQUE DE CAXIAS;21;CENTRO;TAUBATE;SP;-23,0201502;-45,5493126
3647;48540000;RUA DOUTOR JOSE GONCALVES DE SA;84;CENTRO;JEREMOABO;BA;-10,0639584;-38,340707
3648;12236790;RUA MANUEL BARBOSA DE SOUZA;243;CIDADE MORUMBI;SAO JOSE DOS CAMPOS;SP;-23,2480034;-45,9051148
3649;69880000;RUA PADRE JOSE;115;SANTO ANTONIO;EIRUNEPE;AM;-6,6684379;-69,8595743
3650;84010280;RUA CORONEL DULCIDIO;713;CENTRO;PONTA GROSSA;PR;-25,094858;-50,161836
3651;29216100;AVENIDA ATLANTICA;1430;PRAIA DO MORRO;GUARAPARI;ES;-20,652606;-40,4890389
3653;09111970;AVENIDA SAO PAULO;310;PARQUE MARAJOARA;SANTO ANDRE;SP;-23,6675617;-46,4895092
3654;76900082;AVENIDA MARECHAL RONDON;;CENTRO;JI PARANA;RO;-10,8758172;-61,9541311
3656;11495021;RUA ADRIANO JESUS DA COSTA;68;SITIO MORRINHO I;GUARUJA;SP;-23,9643784;-46,2525188
3657;04475540;RUA FERNANDO GOES;125;PARQUE DOROTEIA;SAO PAULO;SP;-23,7028218;-46,6378287
3658;43805190;RUA 21 DE ABRIL;121;CENTRO;CANDEIAS;BA;-12,6728615;-38,5426475
3659;35500155;AVENIDA JK;1237;SANTA CLARA;DIVINOPOLIS;MG;-20,1284527;-44,8840502
3660;37576000;RUA MARILIA DE DIRCEU;48;CENTRO;INCONFIDENTES;MG;-22,3171127;-46,328387
3661;78770000;AVENIDA JACIARA;SN;NOVO HORIZONTE;ALTO GARCAS;MT;-16,9403058;-53,5204706
3662;39850970;RUA GOVERNADOR VALADARES;32;CENTRO;ATALEIA;MG;-18,0377486;-41,1109681
3664;76890000;AVENIDA RIO DE JANEIRO;2964;SETOR DOIS;JARU;RO;-10,4407275;-62,4670777
3665;57051330;RUA GONCALVES DIAS;41;FAROL;MACEIO;AL;-9,6543531;-35,7353415
3666;13900005;RUA TREZE DE MAIO;100;CENTRO;AMPARO;SP;-22,7016469;-46,7668322
3667;29101950;AVENIDA DOUTOR OLIVIO LIRA;353;PRAIA DA COSTA;VILA VELHA;ES;-20,3477821;-40,2949528
3668;97800000;AVENIDA SENADOR PINHEIRO MACHADO;2840;CENTRO;SAO LUIZ GONZAGA;RS;-28,4077243;-54,9558481
3669;68785000;RUA PROFESSOR SANTANA MARQUES;161;CENTRO;COLARES;PA;-0,9298444;-48,2875235
3670;37563000;RUA JOSE TOMAS CANTUARIA;435;CENTRO;TOCOS DO MOJI;MG;-22,3732705;-46,0953759
3671;89130000;RODOVIA BR 470;85;BENEDITO INDAIAL;INDAIAL;SC;-26,8724533;-49,2319362
3672;68980000;RUA NOBERTO PENAFORT;761;CENTRO;OIAPOQUE;AP;3,8441368;-51,8322292
3673;17490000;RUA CUSTODIO FARIA DE MORAES;28;JARDIM PANORAMA;PIRATININGA;SP;-22,4165961;-49,1372408
3675;65530000;RUA DUQUE DE CAXIAS;1313;CENTRO;URBANO SANTOS;MA;-3,2083489;-43,4044898
3676;38510970;RUA EDUARDO LUIS VIEIRA;564;CENTRO;IRAI DE MINAS;MG;-18,9895958;-47,4758624
3677;04045000;AVENIDA JABAQUARA;1459;JABAQUARA;SAO PAULO;SP;-23,6171594;-46,6386675
3678;38408236;RUA ANTONIO REZENDE CHAVES;1229;SANTA MONICA;UBERLANDIA;MG;-18,9246553;-48,2429253
3679;78600000;RUA COUTO MAGALHAES;529;SETOR SUL II;BARRA DO GARCAS;MT;-15,8939066;-52,2622091
3680;80320240;RUA GUAIANAZES;1245;PORTAO;CURITIBA;PR;-25,4651726;-49,2934088
3681;50050050;RUA DO HOSPICIO QUIOSQ;;BOA VISTA;RECIFE;PE;-8,0607199;-34,8838754
3682;95500972;ESTRADA DO PINHEIRINHO;13439;PINHEIRINHOS;SANTO ANTONIO DA PATRULHA;RS;-29,8384464;-50,5161427
3683;53230630;AVENIDA PRESIDENTE KENNEDY;1734;PEIXINHOS;OLINDA;PE;-8,0145988;-34,8699611
3684;17800000;AVENIDA RIO BRANCO;615;CENTRO;ADAMANTINA;SP;-21,6859153;-51,0739431
3685;39404303;ALAMEDA DAS AMERICAS;166;INDEPENDENCIA;MONTES CLAROS;MG;-16,7107123;-43,8171282
3686;28650000;RUA MONNERAT;21;CENTRO;DUAS BARRAS;RJ;-22,0522486;-42,5192899
3688;88161420;RUA HOMERO DE MIRANDA GOMES;1255;FUNDOS;BIGUACU;SC;-27,5258043;-48,6547459
3689;68580000;RUA HOMERO DE SOUZA;6;CENTRO;ITUPIRANGA;PA;-5,1333389;-49,3257389
3690;72415201;QUADRA 4;;GAMA;BRASILIA;DF;-15,8034572;-47,8807415
3692;55390000;RUA ANTONIO GODOI DE MELO;10;ALTO DO SAO FRANCISCO;IBIRAJUBA;PE;-8,5822879;-36,1788578
3693;44775000;DISTRITO POVOADO DE AGUADAS;9997;AGUADAS;FILADELFIA;BA;-10,740906;-40,1440735
3695;95047430;RUA PALMITA PEXE BOVO;1076;BELO HORIZONTE;CAXIAS DO SUL;RS;-29,1172204;-51,1706394
3696;12071640;RUA MARQUES DE RABICO;292;AGUA QUENTE;TAUBATE;SP;-23,0082503;-45,5297537
3697;31910810;AVENIDA CRISTIANO MACHADO;4000;SAO PAULO;BELO HORIZONTE;MG;-19,8738407;-43,926771
3698;84032455;RUA FARID KALL HAFIZ;187;RESIDENCIAL VERONA;PONTA GROSSA;PR;-25,0993621;-50,1584514
3700;35043350;RUA MICA;80;SAO RAIMUNDO;GOVERNADOR VALADARES;MG;-18,8955476;-41,9518494
3701;75901290;AVENIDA PRESIDENTE VARGAS;632;CENTRO;RIO VERDE;GO;-17,7940682;-50,9293163
3702;90220005;AVENIDA FARRAPOS;1651;FLORESTA;PORTO ALEGRE;RS;-30,0170085;-51,2077436
3703;90030002;RUA VOLUNTARIOS DA PATRIA;311;CENTRO;PORTO ALEGRE;RS;-30,0268375;-51,2235348
3705;68501170;AVENIDA 1 DE JUNHO;1082;JARDIM UNIAO;MARABA;PA;-5,3699668;-49,1169278
3706;25615532;RUA QUISSAMA;1412;QUISSAMA;PETROPOLIS;RJ;-22,4937654;-43,1583447
3707;18110210;AVENIDA SAO JOAO;1209;JARDIM ICATU;VOTORANTIM;SP;-23,5427623;-47,4596976
3708;05161100;RUA VALENTINO CARDOSO;171;JARDIM MARACA;SAO PAULO;SP;-23,4856252;-46,7595558
3709;12940270;PRACA PEDRO DE TOLEDO;207;CENTRO;ATIBAIA;SP;-23,11464;-46,5584489
3710;63860970;AVENIDA ANTONIO COSTA VIEIRA;136;PINHOS;MADALENA;CE;-4,849159;-39,5712527
3711;98400000;LINHA 21 DE ABRIL;SN;INTERIOR;FREDERICO WESTPHALEN;RS;-27,3604588;-53,3979628
3712;29946290;RUA GENTIL OTAVIANO FUNDAO SANTOS;702A;GURIRI NORTE;SAO MATEUS;ES;-18,7328831;-39,7628052
3713;65609300;AVENIDA DA INDEPENDENCIA;1340;PONTE;CAXIAS;MA;-4,8760072;-43,3650547
3715;55150120;RUA JOSE ROBALINHO;76;CENTRO;BELO JARDIM;PE;-8,3365622;-36,4233329
3716;35300571;AVENIDA PRESIDENTE TANCREDO NEVES;2812A;ZACARIAS;CARATINGA;MG;-19,7735509;-42,1323744
3717;18117330;AVENIDA ANTONIO CASTANHARO;109;PARQUE JATAI;VOTORANTIM;SP;-23,569991;-47,456708
3718;83280000;RUA MANOEL HENRIQUE;SN;COHAPAR;GUARATUBA;PR;-25,8773628;-48,5745532
3719;68030590;AVENIDA CRISANTEMO;176;AEROPORTO VELHO;SANTAREM;PA;-2,4506291;-54,7009228
3720;18609670;RUA ISIDORO BERTAGLIA;1084;JARDIM PARAISO II;BOTUCATU;SP;-22,8614688;-48,4499222
3721;03717010;RUA OLGA ARTACHO;45;CANGAIBA;SAO PAULO;SP;-23,5012426;-46,5335956
3723;83255000;RUA ANTONIO VICENTE SILVA;1622;BALNEARIO IPANEMA;PONTAL DO PARANA;PR;-25,649471;-48,442777
3724;35790000;RUA LUCIO CARDOSO;451;TIBIRA;CURVELO;MG;-18,7640568;-44,4227463
3725;21031490;RUA MARIA RODRIGUES;227;OLARIA;RIO DE JANEIRO;RJ;-22,8409923;-43,2579989
3726;05042000;RUA CLELIA;310;VILA POMPEIA;SAO PAULO;SP;-23,5249819;-46,6855294
3727;45930000;AVENIDA PETROBRAS;512B;SEDE;MUCURI;BA;-18,0855929;-39,5457807
3728;05580050;RUA SANTANESIA;497;BUTANTA;SAO PAULO;SP;-23,5742647;-46,7181659
3729;12510470;RUA EXPEDICAO SILVIO PAGANINI;340A;JARDIM DO VALE I;GUARATINGUETA;SP;-22,8080266;-45,1942201
3730;89063000;RUA GUSTAVO ZIMMERMANN;5791;ITOUPAVA CENTRAL;BLUMENAU;SC;-26,8014153;-49,0856034
3731;65041100;RUA DA VITORIA;2A;VILA ITAMAR;SAO LUIS;MA;-2,5189234;-44,2178951
3733;65975000;RUA DNER;2083;ALTO BONITO;ESTREITO;MA;-5,783333;-43,25
3734;08572005;RUA SAMOEL MORELLI FILHO;230;PEDREIRA;ITAQUAQUECETUBA;SP;-23,4924223;-46,3386423
3735;02565090;RUA DOMICIANO RIBEIRO;432;CASA VERDE ALTA;SAO PAULO;SP;-23,4851092;-46,6702319
3736;70832545;CL QUADRA 202 BLOCO D;SN;ASA NORTE;BRASILIA;DF;-15,801519;-47,860297
3737;97760000;RUA 7 DE SETEMBRO;645;CENTRO;JAGUARI;RS;-29,5059516;-54,6752647
3738;68721000;RUA FRANCISCO NUNES;67;PONTA DA AGULGA;SALINOPOLIS;PA;-0,6313386;-47,3461257
3739;85570000;AVENIDA SAO JOAO;509;CENTRO;SAO JOAO;PR;-25,8260827;-52,7275166
3740;77500000;RUA FREDERICO LEMOS;963;CENTRO;PORTO NACIONAL;TO;-10,7053294;-48,4165398
3741;97573000;RUA RIVADAVIA CORREA;405;CENTRO;SANTANA DO LIVRAMENTO;RS;-30,8925609;-55,5352394
3742;36950970;AVENIDA SETE DE SETEMBRO;494D;CENTRO;IPANEMA;MG;-19,7997452;-41,712128
3743;60420318;RUA RAUL CABRAL;645;MONTESE;FORTALEZA;CE;-3,7692173;-38,5442444
3744;69800000;RUA 5 DE SETEMBRO;SN;CENTRO;HUMAITA;AM;-7,5061665;-63,0271717
3745;17506000;AVENIDA CASTRO ALVES;775;SAO MIGUEL;MARILIA;SP;-22,2021339;-49,9565427
3746;90030000;RUA VOLUNTRIOS DA PATRIA;188;CENTRO;PORTO ALEGRE;RS;-30,0268488;-51,2247461
3747;69911069;RUA SANTOS DUMONT;234;AROPORTO VELHO;RIO BRANCO;AC;-9,9928835;-67,8192339
3748;99025003;AVENIDA BRASIL OESTE;844;CENTRO;PASSO FUNDO;RS;-28,2454078;-52,3854371
3749;40710730;RUA SANTO ANTONIO;35;PLATAFORMA;SALVADOR;BA;-13,0047894;-38,4724382
3750;58200000;RUA AUGUSTO DE ALMEIDA;296;NOVO;GUARABIRA;PB;-6,8484156;-35,4921189
3752;45950000;RUA HUMBERTO PORFILIO CORTES;56;BIRRO FRAGA;LAJEDAO;BA;-17,6096406;-40,3452015
3754;84174440;RUA RENATO MENARIN;3011;INVERNADA DO MATADOURO;CASTRO;PR;-24,8069084;-49,9902643
3755;81310415;RUA JORGE KURY BRAHIM;27;CRUZ PILARZINHO;CURITIBA;PR;-25,3911601;-49,2833652
3756;11450000;AVENIDA THIAGO FERREIRA;215;VILA ALICE VICENTE DE CARVALHO;GUARUJA;SP;-23,9411812;-46,3046705
3757;36200062;RUA TIRADENTES;140;CENTRO;BARBACENA;MG;-21,219717;-43,7714939
3758;35640000;RUA CHIQUINHO DA QUITA;1018;VOLTA DO BREJO;POMPEU;MG;-19,2190124;-44,9874517
3759;96207580;AVENIDA PELOTAS;338;CIDADE NOVA;RIO GRANDE;RS;-32,0385764;-52,1140465
3760;89252080;RUA EXPEDICIONARIO JOAO ZAPELLA;22;CENTRO;JARAGUA DO SUL;SC;-26,4852432;-49,0828974
3761;61814164;RUA 89;488;JEREISSATI II;PACATUBA;CE;-3,9568171;-38,6092393
3762;14870300;RUA RUI BARBOSA;531;CENTRO;JABOTICABAL;SP;-21,2572378;-48,3177037
3763;92500000;RUA SETOR B;209;COHAB;GUAIBA;RS;-30,1090924;-51,3238273
3764;18180971;AVENIDA ANTHEMO VICTORIO PILAN;331;DO TURVO;TAPIRAI;SP;-23,9632471;-47,5071671
3765;45585000;RUA WILSON MOREIRA;SN;JAPOMERIM;ITAGIBA;BA;-14,2882834;-39,8452568
3766;29890000;AVENIDA NEREU RAMOS;89;CENTRO;MONTANHA;ES;-18,1255725;-40,3662673
3768;39100000;RUA REDELVIM ANDRADE;564;CENTRO;DIAMANTINA;MG;-18,2474542;-43,6012135
3770;44230000;RUA ORATRAVE;49;SERRA;AMELIA RODRIGUES;BA;-12,3961612;-38,758604
3771;13908000;RUA BENTA MARIA DE BARROS;80;CENTRO ARCADAS;AMPARO;SP;-22,7170445;-46,8407158
3773;69510000;RUA ANTONIO DE SOUZA BRITO;150;CENTRO;ITAMARATI;AM;-5,1329127;-61,7394235
3774;58922000;RUA FRANCISCO EGIDIO DOS SANTOS;23;CENTRO;BERNARDINO BATISTA;PB;-6,4519443;-38,5507076
3775;06361400;ESTRADA DO JACARANDA;250;ALTOS DA SANTA LUCIA;CARAPICUIBA;SP;-23,5536979;-46,8437832
3776;06409070;RUA DAS ANTILHAS;373;JARDIM CALIFORNIA;BARUERI;SP;-23,49717;-46,8959866
3778;13630095;RUA DUQUE DE CAXIAS;2032;CENTRO;PIRASSUNUNGA;SP;-22,0027466;-47,4269212
3780;01529900;RUA PIRES DA MOTA;954;ACLIMACAO;SAO PAULO;SP;-23,5693359;-46,6369952
3781;65495000;RUA JOAO LISBOA;16;CENTRO;MIRANDA DO NORTE;MA;-3,5692778;-44,5827221
3782;39387000;RUA DOS ALVES PINTO;41;CENTRO;FRANCISCO DUMONT;MG;-17,3117957;-44,2280715
3783;83504100;RUA SAO JOSE DOS PINHAIS;531;JARDIM ROMA;ALMIRANTE TAMANDARE;PR;-25,3260533;-49,2666976
